Name,Temp_1,Temp_2,Temp_3,Temp_4
Anthocleista nobilis,22,30,14,35
Anthriscus cerefolium,7,21,4,25
Anthyllis vulneraria,14,20,6,25
Apios americana,10,20,8,30
Apium graveolens var. rapaceum,15,25,7,26
Aquilaria malaccensis,18,24,12,34
Arachis glabrata,20,28,12,35
Arachis pintoi,22,28,12,30
Araucaria angustifolia,18,23,9,27
Araucaria bidwillii,18,28,7,36
Araucaria hunsteinii,24,32,12,35
Archidendron jiringa,20,30,12,40
Archontophoenix cunningham,20,28,6,36
Arenga pinnata,22,28,16,32
Argania sideroxylon,20,30,10,35
Argyrodendron actinophyllum,18,28,8,36
Argyrodendron peralatum,20,30,15,38
Aristida adscensionis,18,28,5,35
Aristida ciliata,20,26,5,30
Aristida lanata,20,26,5,30
Aristida latifolia,22,30,10,42
Aristida obtusa,20,26,5,30
Aristida pennata,20,26,5,30
Aristida plumosa,20,26,5,30
Aristida pungens,20,26,5,30
Aristida raddiana,20,26,5,30
Armoracia rusticana,14,20,6,28
Arnica montana,8,15,5,25
Arracacia xanthorrhiza,14,21,10,28
Arrhenatherum elatius,14,25,3,30
Artemisia abrotanum,11,22,4,26
Artemisia afra,22,30,12,35
Artemisia annua,13,29,10,35
Artemisia dracunculus,12,22,4,26
Artocarpus altilis,21,33,16,40
Artocarpus chaplasha,22,32,10,40
Artocarpus hirsutus,22,32,16,38
Artocarpus integer,22,38,16,47
Artocarpus lakoocha,22,32,8,47
Arundinaria pusilla,16,28,6,32
Arundinella hirta,17,30,5,45
Asclepias tuberosa,14,24,12,30
Asparagus densiflorus,21,27,15,32
Astragalus cicer,14,25,7,30
Astragalus gummifer,15,22,7,28
Astragalus sinicus,15,25,10,28
Astrebla elymoides,25,32,15,42
Astrebla lappacea,25,32,15,42
Astrebla pectinata,23,30,15,35
Astrebla squarrosa,25,32,15,42
Astrocaryum jauari,24,28,20,32
Astrocaryum vulgare,20,28,18,30
Atalaya hemiglauca,18,39,8,44
Atherosperma moschatum,14,20,7,24
Athrotaxis selaginoides,15,22,5,28
Atriplex canescens,12,17,5,33
Atriplex confertifolia,12,30,5,50
Atriplex gardneri,12,17,5,33
Atriplex glauca,16,28,5,36
Atriplex halimus,16,28,5,36
Atriplex hortensis,12,28,3,36
Atriplex lentiformis,12,24,5,35
Atriplex nummularia,16,28,3,36
Atriplex vesicaria,16,28,6,36
Attalea cohune,22,28,15,32
Attalea funifera,22,25,18,30
Aucoumea klaineana,28,36,20,40
Avena byzantina,18,24,2,36
Avena fatau,12,20,2,30
Avena nuda,16,22,8,30
Avena sterilis,12,32,2,36
Avicennia germinans,20,30,10,35
Avicennia marina,20,34,8,39
Axonopus affinis,27,32,13,36
Axonopus scoparius,18,28,5,34
Azadirachta indica,26,40,14,46
Azanza garckeana,15,30,10,38
Azolla pinnata,20,35,15,40
Baccaurea motleyana,24,28,18,34
Baccaurea racemosa,21,28,14,34
Baccaurea ramiflora,24,28,18,34
Balanites aegyptiaca,20,35,15,41
Bambusa arundinacea,22,30,8,36
Bambusa balcooa,22,28,9,35
Bambusa blumeana,18,32,8,37
Bambusa longispiculata,22,28,9,35
Bambusa nutans,22,28,9,32
Bambusa polymorpha,22,28,9,32
Bambusa tulda,22,28,9,32
Banksia integrifolia,18,32,10,37
Baphia nitida,24,30,16,32
Bassia latifolia,20,30,8,47
Bauhinia esculenta,24,30,16,32
Bauhinia racemosa,24,36,5,47
Bauhinia rufescens,30,40,20,46
Beckmannia eruciformis,11,20,7,34
Beckmannia syzigachne,9,20,2,24
Berchemia discolor,14,30,10,38
Berrya cordifolia,26,32,20,34
Bertholletia excelsa,20,36,12,40
Beta vulgaris var. crassa,15,25,5,30
Beta vulgaris var. flavescens,20,30,15,35
Betula pubescens,10,18,6,26
Boehmeria nivea,17,27,10,34
Boesenbergia rotunda,18,30,12,35
Bombacopsis quinata,21,32,16,36
Bombax ceiba,28,42,5,49
Bombax insigne,30,35,10,43
Borago officinalis,15,22,4,26
Borassus flabellifer,24,32,16,36
Borojoa patinoi,20,28,15,32
Boswellia serrata,33,42,7,47
Bothriochloa insculpta,15,25,7,30
Bothriochloa pertusa,14,27,4,31
Bougainvillea glabra,18,25,10,38
Bouteloua curtipendula,13,22,4,26
Bouteloua gracilis,12,27,2,32
Brachiaria dura,30,35,10,43
Brachiaria radicans,22,28,5,35
Brachiaria ramosa,17,26,9,32
Brachychiton acerifolius,26,32,10,36
Brachystegia spiciformis,14,28,10,35
Brassica campestris,17,30,5,41
Brassica carinata,10,25,5,35
Brassica napus var. napobrassica,14,24,5,35
Brassica oleracea var. acephala,15,22,7,30
Brassica rapa Gaisin gr.,20,25,10,30
Brassica rapa Pak Choi,20,25,10,32
Brassica rapa var. rapifera,10,17,7,30
Bridelia micrantha,18,28,15,38
Bromus carinatus,10,18,2,22
Bromus inermis,12,25,2,45
Bromus marginatus,10,21,2,26
Bromus tomentellus,12,19,2,23
Bromus unioloides,14,24,5,28
Buchanania latifolia,32,42,5,48
Buchloe dactyloides,17,25,3,32
Buckinghamia celsissima,22,32,12,37
Bursera simaruba,18,28,8,36
Butea monosperma,20,38,10,48
Butomus umbellatus,15,24,12,35
Butyrospermum paradoxum ssp. parkii,29,38,18,43
Caesalpinia coriaria,18,30,11,36
Caesalpinia sappan,22,28,18,34
Calamagrostis epigeios,8,27,3,35
Calamus caesius,23,30,16,34
Calamus erinaceus,24,32,20,37
Calamus peregrinus,22,30,17,35
Calathea allouia,22,31,16,35
Calendula officinalis,16,26,8,30
Calliandra calothyrsus,22,30,18,34
Callitris columellaris,24,34,8,37
Callitris endlicheri,18,32,10,40
Callitris glauca,22,30,9,35
Callitris macleayana,20,28,5,34
Callitris preissii var. Murray,16,33,3,37
Callitris preissii ssp. preissii,20,28,5,32
Callitris preissii var. verrucosa,22,35,3,40
Calophyllum apetalum,30,35,12,38
Calophyllum brasiliense,20,30,15,38
Calophyllum elatum,28,33,16,38
Calophyllum peekelii,20,30,10,38
Calotropis procera,15,30,10,40
Caltha palustris,14,23,2,27
Camellia sinensis var. assamica,20,30,12,35
Camellia sinensis var. sinensis,20,30,8,35
Campanula rapunculus,12,18,5,24
Canarium ovatum,22,34,12,40
Cannabis sativa ssp. indica,15,28,6,32
Capparis decidua,30,42,5,48
Capparis spinosa,13,27,10,31
Capparis tomentosa,24,34,16,40
Capsicum baccatum var. pendulum,20,26,15,32
Capsicum chinense,20,26,15,32
Capsicum pubescens,15,24,7,32
Caragana intermedia,15,30,5,55
Caragana korshinskii,15,30,5,50
Caragana microphylla,15,30,5,55
Carallia lucida,22,32,5,43
Carapa guianensis,20,30,15,38
Cardwellia sublimis F.Muell,22,30,10,38
Carica pubescens,17,22,10,28
Cariniaria pyriformis,25,30,18,34
Carissa carandas,23,30,16,34
Carissa edulis,20,35,10,39
Carissa macrocarpa,23,28,10,34
Carludovica palmata,24,32,12,37
Carpinus betulus,10,20,6,35
Carum carvi,16,20,7,26
Caryocar nuciferum,21,28,10,35
Caryodendron orinocense,20,29,12,35
Caryota urens,24,32,18,38
Cassia auriculata,22,30,8,38
Cassia brewsteri,22,35,12,40
Cassia rotundifolia,20,28,10,36
Cassia senna,22,28,12,32
Cassia siamea,23,33,13,48
Cassia tomentosa,10,20,8,30
Castanea crenata,17,28,12,30
Castanea dentata,15,19,10,30
Castanea mollissima,15,26,10,30
Castanea pumila,15,25,12,30
Casuarina campestris,18,30,8,36
Casuarina cristata,24,34,8,40
Casuarina cunninghamiana,20,36,8,42
Casuarina decaisneana,20,35,10,47
Casuarina dielsiana,22,32,10,38
Casuarina fraseriana,18,28,7,34
Casuarina glauca,20,30,5,34
Casuarina huegeliana,22,35,6,40
Casuarina junghuhniana,20,28,13,32
Casuarina littoralis,18,28,8,36
Casuarina luehmannii,25,35,10,40
Casuarina obesa,20,34,8,41
Casuarina stricta,18,25,8,32
Casuarina torulosa,20,30,8,35
Catha edulis,18,24,7,32
Cedrus deodara,22,32,4,38
Cenchrus biflorus,28,35,11,45
Cenchrus pennisetiformis,26,32,10,45
Cenchrus setigerus,28,35,15,40
Centrosema acutifolium,22,28,12,35
Centrosema macrocarpum,22,28,10,35
Centrosema pascuorum,22,32,10,40
Centrosema virginianum,22,30,15,35
Cephaelis ipecacuanha,23,27,19,32
Ceratonia siliqua,20,32,10,39
Ceratopetalum apetalum,20,28,5,34
Ceriops decandra,22,28,15,32
Ceriops tagal,20,30,10,38
Chamaedorea sp.,22,32,10,40
Chamaedorea tepejilote,20,28,15,32
Chamaerops humilis,18,30,8,36
Chenopodium album ssp. album,12,18,3,31
Chenopodium ambrosioides,15,22,4,31
Chenopodium pallidicaule,10,16,5,28
Chlorogalum pomeridianum,14,28,12,32
Chlorophora excelsa,18,33,12,36
Chloroxylon swietenia,30,40,10,47
Chrysanthemum coccineum,12,20,3,28
Chrysanthemum coronarium var. coronarium,12,18,7,25
Chrysophyllum albidum,18,28,12,34
Chrysopogon plumulosus,30,35,20,40
Chukrasia velutina,25,35,10,42
Cinchona calisaya,17,24,7,28
Cinchona ledgeriana,17,24,7,28
Cinchona officinalis,14,23,7,27
Cinnamomum burmannii,20,28,11,34
Cinnamomum cassia,15,32,10,38
Cinnamomum loureirii,20,30,17,34
Citrofortunella x microcarpa,15,28,8,38
Citrullus colocynthis,23,32,14,40
Citrus deliciosa,22,26,13,32
Citrus latifolia,20,28,12,32
Citrus madurensis,22,28,8,36
Citrus unshiu,18,28,12,34
Clausena lansium,22,30,12,35
Cleistogenes chinensis,16,27,5,35
Cleistogenes squarrosa,9,28,3,38
Cleistopholis glauca,28,36,20,39
Clinelymus dahuricus,18,28,8,38
Clitoria laurifolia,21,28,17,34
Cnicus benedictus,18,26,7,32
Cnidoscolus chayamansa,20,32,12,38
Cochlospermum religiosum,30,42,5,47
Cola acuminata,23,28,18,32
Cola nitida,21,30,10,35
Colchicum autumnale,10,20,6,24
Coleus parviflorus,18,28,6,36
Colocasia esculenta var. antiquorum,19,25,5,30
Colophospermum mopane,26,36,12,50
Combretum aculeatum,20,30,15,45
Combretum micranthum,22,35,10,45
Commiphora africana,23,33,18,40
Conocarpus erectus,20,30,10,38
Conocarpus lancifolius,22,38,15,50
Copaifera langsdorfii,20,27,0,0
Corchorus capsularis,20,37,13,45
Cordeauxia edulis,25,30,20,38
Cordia africana,25,30,5,34
Cornus canadensis,10,18,6,24
Coronilla varia,15,28,10,40
Corylus colurna var. colurna,16,28,5,37
Corylus maxima,20,27,5,35
Cotylelobium burckii,22,34,12,38
Cotylelobium lanceolatum,19,34,8,38
Cotylelobium melanoxylon,22,34,12,38
Coula edulis,25,35,20,40
Crambe abyssinica,15,25,10,35
Crambe cordifolia,15,24,12,36
Crambe maritima,14,24,4,28
Crocus sativus,7,19,4,23
Crotalaria brevides var. brevides,16,26,12,30
Crotalaria lanceolata,20,28,9,32
Crotalaria spectabilis,21,28,9,32
Cryptocarya erythroxylon,18,28,6,34
Cryptomeria japonica,15,23,5,30
Cryptotaenia japonica,15,27,10,30
Cucumis anguria,21,28,8,32
Cucurbita ficifolia,15,21,6,35
Cucurbita foetidissima,20,30,5,35
Cucurbita mixta,16,28,10,38
Cullenia rosayroana,30,35,13,40
Cuminum cyminum,17,26,9,30
Cunninghamia lanceolata,20,27,5,30
Cupressus arizonica,18,35,4,38
Cupressus lusitanica,16,32,6,36
Cupressus macrocarpa,20,32,6,36
Cupressus torulosa,20,32,5,45
Curcuma zedoaria,22,27,14,32
Cybistax donnellsmithii,22,28,17,34
Cydonia oblonga,10,30,7,35
Cymbopogon martini var. motia,24,30,18,34
Cymbopogon nardus var. lenabatu,20,30,16,36
Cymbopogon martini var. sofia,24,30,20,34
Cymbopogon nardus var. mahapengiri,22,30,16,36
Cynara cardunculus,14,28,7,38
Cynodon nlemfuensis,18,24,10,35
Cynodon plectostachyus,20,27,13,36
Cynometra cauliflora,22,35,17,40
Cyperus esculentus,14,26,4,30
Cyperus longus,14,32,10,45
Cytisus proliferus,18,23,10,28
Dacrydium franklinii,14,26,10,30
Dacryodes edulis,14,35,18,28
Dactylis glomerata,12,26,5,31
Dactylis glomerata ssp. hispanica,16,25,5,30
Dactyloctenium giganteum,22,30,2,42
Dalbergia latifolia,16,35,5,48
Dalbergia sissoo,26,40,5,50
Dendrocalamus asper,20,27,15,34
Dendrocalamus hamiltonii,20,29,15,34
Dendrocalamus longispathus,20,27,15,34
Dendrocalamus merrillianus,22,28,15,34
Dendrocalamus strictus,20,27,16,32
Dendrolobium umbellatum,22,34,13,40
Derris indica,22,32,3,50
Derris malaccensis,22,30,20,34
Desmanthus virgatus,25,32,15,36
Desmodium cinereum,22,30,18,32
Desmodium gyroides,18,28,10,34
Desmodium ovalifolium,14,24,4,34
Desmodium sandwicense,25,33,5,37
Desmodium velutinum,20,26,18,32
Deyeuxia angustifolia,16,26,6,35
Dialium guineense,21,25,15,30
Dichanthium sericeum,15,28,10,32
Dichrostachys cinerea,15,40,10,50
Digitalis lanata,18,26,7,30
Digitalis purpurea,11,17,3,24
Digitaria exilis,22,27,18,31
Digitaria milanjiana,22,28,8,35
Dillenia aurea,30,40,7,47
Dillenia pentagyna,30,42,7,47
Dimocarpus longan var. longan,18,30,7,36
Dimocarpus longan var. malesianus,25,30,18,38
Dioscorea cayenensis,20,32,12,40
Dioscorea composita,25,30,15,38
Dioscorea dumetorum,25,32,15,40
Dioscorea floribunda,25,30,15,38
Dioscorea opposita,21,30,11,36
Dioscorea trifida,18,26,10,36
Diospyros malabarica,25,35,10,40
Diospyros melanoxylon,25,35,8,48
Diospyros mespiliformis,16,27,12,34
Diospyros virginiana,19,25,10,28
Diplachne fusca,22,28,15,35
Diploglottis cunninghamii,18,28,8,36
Dipterocarpus alatus,22,32,10,36
Dipterocarpus costatus,21,31,10,38
Dipterocarpus gracilis,24,32,10,40
Dipterocarpus indicus,22,30,13,38
Dipterocarpus macrocarpus,22,30,5,38
Dipterocarpus turbinatus,24,32,10,40
Dipteryx odorata,22,30,16,34
Dobera glabra,20,35,15,45
Dodonaea viscosa ssp. angustifolia,18,38,7,45
Doryphora sassafras,18,28,8,34
Dovyalis caffra,20,28,10,35
Dovyalis hebecarpa,22,28,12,35
Duboisia myoporoides,20,30,10,36
Dysoxylum fraseranum,20,28,8,34
Echinochloa frumentacea,25,30,10,35
Echinochloa polystachya,22,28,14,32
Echinochloa pyramidalis,22,28,18,32
Echinochloa turneriana,22,30,15,35
Echinochloa utilis,15,25,10,35
Ehrharta calycina,12,16,8,20
Eichhornia crassipes,20,35,10,40
Elaeagnus angustifolia,20,32,5,36
Elaeis oleifera,20,30,14,34
Eleusine africana,18,27,7,35
Eleusine coracana ssp. coracana,18,30,8,35
Elymus canadensis,10,22,2,27
Elymus cinereus,10,18,2,22
Elymus condensatus,18,22,2,18
Elymus glaucus,9,15,2,19
Endiandra palmerstonii,22,28,10,34
Ensete ventricosum,16,24,8,30
Entada abyssinica,20,28,15,35
Enterolobium cyclocarpum,23,28,18,36
Entolasia imbricata,20,28,8,35
Eragrostis chloromelas,17,25,6,31
Eragrostis cilianensis,22,30,5,40
Eragrostis curvula,17,32,7,38
Eragrostis lehmanniana,17,25,7,31
Eragrostis pilosa,18,30,5,36
Eragrostis superba,22,28,10,35
Eragrostis tef,22,28,2,30
Eragrostis tremula,22,28,3,35
Eragrostis trichodes,16,24,7,31
Eremochloa ophiuroides,20,32,10,36
Eriochloa punctata,22,28,12,33
Eruca sativa,15,25,8,29
Erythrina abyssinica,16,26,10,30
Erythrina edulis,15,22,5,25
Erythrina poeppigiana,22,28,16,36
Erythrina vespertilio,20,35,10,45
Erythrophleum chlorostahys,22,28,13,43
Eucalyptus accedens,18,28,8,40
Eucalyptus agglomerata,18,28,8,37
Eucalyptus albens,18,30,8,40
Eucalyptus astringens,18,28,8,40
Eucalyptus bosistoana,17,26,8,35
Eucalyptus botryoides,22,29,5,35
Eucalyptus brassiana,22,33,10,38
Eucalyptus brevifolia,24,38,14,45
Eucalyptus brockwayi,25,34,4,40
Eucalyptus calophylla,18,26,8,36
Eucalyptus citriodora,22,32,12,40
Eucalyptus cladocalyx,23,32,6,35
Eucalyptus cloeziana,22,32,8,37
Eucalyptus consideniana,15,27,8,33
Eucalyptus cornuta,17,27,10,35
Eucalyptus crebra,26,36,9,40
Eucalyptus dalrympleana,17,28,4,34
Eucalyptus delegatensis,17,25,4,30
Eucalyptus diversicolor,18,28,8,36
Eucalyptus dumosa,18,28,8,39
Eucalyptus elata,15,28,8,33
Eucalyptus eugenioides,18,28,8,38
Eucalyptus exserta,20,30,10,44
Eucalyptus fastigata,16,28,3,32
Eucalyptus fraxinoides,15,28,8,36
Eucalyptus globulus var. bicostata,25,32,5,38
Eucalyptus globulus ssp. globulus,14,23,6,30
Eucalyptus globulus ssp. maidenii,22,30,8,35
Eucalyptus globulus var. pseudoglobulus,24,27,5,30
Eucalyptus gomphocephala,24,32,7,36
Eucalyptus gongylocarpa,20,38,8,44
Eucalyptus guilfoylei,18,26,10,32
Eucalyptus gummifera,18,32,10,40
Eucalyptus intermedia,18,28,8,38
Eucalyptus intertexta,28,38,10,42
Eucalyptus jacksonii,15,25,8,33
Eucalyptus jensenii,22,34,13,43
Eucalyptus johnstonii,12,18,5,26
Eucalyptus largiflorens,27,36,8,40
Eucalyptus leucoxylon,18,30,8,38
Eucalyptus longifolia,18,26,8,33
Eucalyptus loxophleba,20,32,8,42
Eucalyptus maculata,23,32,4,36
Eucalyptus marginata,17,27,8,37
Eucalyptus melliodora,24,33,4,36
Eucalyptus microcarpa,18,30,8,40
Eucalyptus microcorys,24,34,9,38
Eucalyptus microtheca,24,39,5,45
Eucalyptus moluccana,18,28,10,38
Eucalyptus muelleriana,15,25,8,34
Eucalyptus nesophila,22,32,15,44
Eucalyptus nigra,20,28,12,38
Eucalyptus nitens,14,26,4,30
Eucalyptus obliqua,18,30,4,34
Eucalyptus occidentalis,26,36,5,40
Eucalyptus ochrophloia,20,37,10,42
Eucalyptus odontocarpa,22,38,12,43
Eucalyptus oreades,17,25,8,35
Eucalyptus oxymitra,20,33,10,38
Eucalyptus paniculata,23,31,5,34
Eucalyptus patens,18,28,8,37
Eucalyptus pauciflora,15,27,5,32
Eucalyptus pellita,24,34,10,38
Eucalyptus phoenicea,22,35,13,45
Eucalyptus pilularis,18,28,8,38
Eucalyptus planchoniana,18,28,8,36
Eucalyptus polyanthemos,16,28,7,38
Eucalyptus polycarpa,20,29,10,44
Eucalyptus populnea,20,34,10,43
Eucalyptus propinqua,16,33,7,37
Eucalyptus pulchella,15,22,7,30
Eucalyptus punctata,18,28,8,40
Eucalyptus quadrangulata,17,27,8,36
Eucalyptus radiata ssp. radiata,15,28,5,36
Eucalyptus radiata ssp. robusta,15,25,5,36
Eucalyptus regnans,12,25,7,31
Eucalyptus resinifera,16,34,6,38
Eucalyptus rudis,20,32,8,42
Eucalyptus salmonophloia,28,36,8,40
Eucalyptus salubris,20,34,8,43
Eucalyptus sargentii,29,36,7,40
Eucalyptus sideroxylon,25,34,8,40
Eucalyptus sieberi,22,27,8,35
Eucalyptus smithii,20,28,8,36
Eucalyptus socialis,18,36,8,41
Eucalyptus st.-johnii,16,27,5,31
Eucalyptus subcrenulata,10,15,5,21
Eucalyptus tessellaris,20,34,10,43
Eucalyptus tetrodonta,22,30,12,45
Eucalyptus thozetiana,22,35,10,43
Eucalyptus torelliana,27,38,10,42
Eucalyptus transcontientalis,20,30,8,42
Eucalyptus trivalvis,22,38,12,45
Eucalyptus umbra ssp. carnea,18,26,8,38
Eucalyptus umbra ssp. umbra,18,28,10,42
Eucalyptus urophylla,18,28,8,34
Eucalyptus viminalis,18,32,4,35
Eucalyptus wandoo,18,30,8,41
Eucryphia lucida,12,22,5,26
Eugenia dombeyi,21,32,15,38
Eugenia gustavioides,28,32,13,38
Eugenia suborbiculare,24,38,12,44
Eugenia uniflora,21,27,12,32
Eugenia uvalha,20,26,15,30
Euphorbia tirucalli,25,37,12,41
Euterpe chaunostachys,23,30,18,34
Euterpe edulis,18,23,14,30
Euterpe oleracea,22,28,16,32
Exotheca abyssinica,17,25,3,30
Fagopyrum emarginatum,15,28,7,37
Fagopyrum tataricum,15,25,5,30
Fagraea fragrans,20,30,10,36
Fagus grandifolia,13,22,5,28
Fagus sylvatica ssp. sylvatica,10,20,6,35
Faidherbia albida,18,30,12,13
Festuca arundinacea,15,22,5,30
Festuca idahoensis,10,18,2,22
Festuca longifolia,14,24,5,28
Festuca pratensis,11,19,4,24
Festuca rubra var. commutata,10,18,2,22
Festuca rubra var. rubra,12,18,4,22
Fibraurea tinctoria,22,32,10,37
Ficus abutilifolia,18,25,14,30
Ficus auriculata,15,25,12,32
Ficus benghalensis,26,36,9,40
Ficus glumosa,22,36,15,42
Ficus macrophylla,18,28,10,34
Ficus subcordata,22,30,15,39
Ficus sycomorus,18,36,12,44
Ficus vogelii,22,30,15,35
Flindersia bourjotiana,20,30,10,38
Flindersia brayleyana,20,30,10,38
Flindersia pimenteliana,20,30,10,38
Fortunella hindsii,26,37,12,40
Fragaria chiloensis,11,18,5,27
Fragaria virginiana,11,18,5,27
Frangula alnus,18,24,7,35
Fraxinus excelsior,8,20,5,33
Furcraea gigantea var. willemettiana,23,30,16,34
Garcinia multiflora,21,28,15,36
Garuga pinnata,30,42,7,47
Geissois benthamiana,18,28,8,34
Genipa americana,24,31,12,35
Genista tinctoria,14,20,6,26
Gleditsia triacanthos,26,38,6,40
Gluta travancorica,26,29,18,34
Glyceria fluitans,14,26,10,32
Glycyrrhiza glabra,14,25,5,30
Glycyrrhiza lepidota,10,17,4,23
Gmelina leichhardtii,26,30,10,36
Gossypium arboreum,26,36,18,38
Gossypium herbaceum,26,36,18,38
Gracilaria tenuistipitata,20,30,5,35
Gracilaria verrucosa,20,25,5,30
Grevillea parallella,22,35,10,46
Grewia asiatica,23,34,10,44
Grewia bicolor,20,28,15,35
Grewia tiliifolia,30,42,7,47
Guaiacum officinale,22,28,20,34
Guaiacum sanctum,22,28,20,34
Guazuma ulmifolia,22,32,10,36
Guizotia abyssinica,18,26,11,34
Gunnera tinctoria,15,25,10,30
Gynandropsis gynandra,18,25,10,35
Hagenia abyssinica,25,32,5,36
Haloxylon aphyllum,25,40,8,50
Hardwickia binata,16,38,5,46
Harungana madagascariensis,20,28,12,36
Hedysarum carnosum,15,25,5,30
Hedysarum coronarium,14,28,3,35
Hedysarum flexuosum,15,25,5,30
Hedysarum pallidum,15,25,5,30
Hedysarum spinosissimum,15,25,5,30
Hemarthria japonica,17,28,7,38
Hibiscus sabdariffa var. altissima,16,28,12,36
Hibiscus sabdariffa var. sabdariffa,24,32,10,36
Hierochloe odorata,18,26,5,45
Hieronyma chocoensis,24,34,20,38
Hilaria jamesii,12,17,3,21
Hilaria mutica,19,26,10,30
Hippophae rhamnoides,8,20,4,39
Hippophae salicifolia,8,18,4,25
Hopea odorata,26,36,10,41
Hopea parviflora,26,33,8,27
Hopea utilis,24,33,10,38
Hopea wightiana,27,35,12,40
Hordeum brevisubulatum,17,28,5,38
Hordeum bulbosum,13,23,3,35
Humulus lupulus,15,19,8,35
Hydnocarpus alpina,30,35,10,40
Hydnocarpus kurzii,28,34,7,42
Hydnocarpus laurifolia,30,37,13,43
Hymenachne acutigluma,20,28,10,35
Hymenaea courbaril,20,30,16,36
Hymenodictyon excelsum,22,33,5,47
Hyoscyamus niger,10,18,6,28
Hyparrhenia hirta,20,32,10,40
Hyparrhenia rufa,20,27,11,32
Hyphaene thebaica,26,36,10,45
Hyssopus officinalis,10,24,7,36
Ilex dipyrena,20,27,5,31
Ilex paraguariensis,17,26,12,30
Indigofera arrecta,22,30,16,36
Indigofera tinctoria,22,28,7,32
Inga feuillei,22,28,18,33
Inga vera,18,28,15,35
Irvingia gabonensis,25,32,20,38
Ischaemum ciliare,30,35,20,40
Ischaemum magnum,29,35,20,45
Iseilema laxum,24,34,20,40
Iseilema membranaceum,30,40,20,45
Ixophorus unisetus,20,24,15,30
Jacaranda copaia,24,38,14,42
Jacaranda mimosifolia,20,34,10,38
Jessenia bataua,21,28,17,32
Juglans hindsii,14,14,8,20
Juglans nigra,13,28,2,36
Juglans sieboldiana,15,28,5,36
Juniperus procera,18,30,7,55
Justicia adhatoda,20,27,12,32
